director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted
Rob Marshall,80000000.0,"['Drama', 'Musical', 'Romance']",Fergie,Nine ,"['based on stage musical based on film', 'child abuse', 'film director', 'italian', 'mistress']",PG-13,Musical
Kenneth Branagh,60000000.0,"['Action', 'Drama', 'Thriller']",Colm Feore,Jack Ryan: Shadow Recruit ,"['covert analyst', 'marine', 'russian', 'spy', 'stock market']",PG-13,Action-Comedy
Ken Kwapis,40000000.0,"['Comedy', 'Drama', 'Romance']",Carmen Perez,He's Just Not That Into You ,"['advertising', 'bar', 'dating', 'lingerie slip', 'six word title']",PG-13,Rom-Com
Walt Becker,90000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",Bella Thorne,Alvin and the Chipmunks: The Road Chip ,"['chipmunk', 'highway travel', 'on the road', 'plane', 'road movie']",PG,Animation
Chris Gorak,30000000.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",Max Minghella,The Darkest Hour ,"['alien', 'aurora borealis', 'critically bashed', 'killing an animal', 'nightclub']",PG-13,Horror
Sam Mendes,35000000.0,"['Drama', 'Romance']",Leonardo DiCaprio,Revolutionary Road ,"['based on novel', 'children', 'connecticut', 'suburb', 'work']",R,Drama
John Woo,125000000.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,Mission: Impossible II ,"['cure', 'mission', 'terrorist', 'thief', 'virus']",PG-13,Action-Comedy
Tim McCanlies,30000000.0,"['Comedy', 'Drama', 'Family']",Haley Joel Osment,Secondhand Lions ,"['africa', 'eyeglasses', 'money', 'texas', 'veteran']",PG,Family
Jonathan Demme,80000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Denzel Washington,The Manchurian Candidate ,"['brainwashed assassin', 'conspiracy', 'critically acclaimed', 'mother son relationship', 'soldier']",R,Sci-Fi
Bibo Bergeron,95000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",Frank Welker,The Road to El Dorado ,"['adventurer', 'el dorado', 'gold', 'high priest', 'implied sex']",PG,Animation
Boaz Yakin,30000000.0,"['Biography', 'Drama', 'Sport']",Ryan Gosling,Remember the Titans ,"['american football', 'based on true story', 'head coach', 'high school', 'school']",PG,Sport
P.J. Hogan,46000000.0,"['Comedy', 'Romance']",Julia Roberts,My Best Friend's Wedding ,"['best friend', 'chick flick', 'male female friendship', 'promise', 'wedding']",PG-13,Rom-Com
Steve Martino,99000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Francesca Capaldi,The Peanuts Movie ,"['dog', 'girl', 'imagination', 'peanuts', 'red hair']",G,Animation
Lana Wachowski,120000000.0,"['Action', 'Family', 'Sport']",Scott Porter,Speed Racer ,"['based on anime', 'based on cartoon', 'gadget car', 'racer', 'speed']",PG,Sport
Wes Ball,34000000.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Ki Hong Lee,The Maze Runner ,"['based on novel', 'concrete wall', 'maze', 'open ended', 'teenage boy']",PG-13,Sci-Fi
Frank Miller,60000000.0,"['Action', 'Crime', 'Fantasy', 'Thriller']",Scarlett Johansson,The Spirit ,"['female star appears nude', 'pants falling down', 'samurai', 'white rat', 'woman in a towel']",PG-13,Action-Comedy
Anne Fletcher,40000000.0,"['Comedy', 'Drama']",Miriam Margolyes,The Guilt Trip ,"['cross country', 'love', 'mother son relationship', 'on the road', 'trip']",PG-13,Rom-Com
Steven Soderbergh,32000000.0,"['Drama', 'Mystery', 'Thriller']",Tony Curran,The Good German ,"['american', 'driver', 'journalist', 'russian', 'secret']",R,Mystery
Clint Eastwood,50000000.0,"['Drama', 'Fantasy']",Matt Damon,Hereafter ,"['death', 'france', 'near death experience', 'tsunami', 'twin brother']",PG-13,Drama
Roger Spottiswoode,82000000.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Robert Duvall,The 6th Day ,"['clone', 'cloning', 'future', 'laser gun', 'murder']",PG-13,Sci-Fi
Jason Reitman,25000000.0,"['Drama', 'Romance']",J.K. Simmons,Up in the Air ,"['airport', 'business trip', 'downsizing', 'on the road', 'travel']",R,Drama
Marc Forster,190000000.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",Peter Capaldi,World War Z ,"['chaos', 'disease', 'infection', 'pandemic', 'zombie']",PG-13,Horror
Joe Pytka,80000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Sport']",Bill Murray,Space Jam ,"['alien', 'basketball', 'basketball game', 'cult film', 'monstars']",PG,Sport
Nicholas Stoller,30000000.0,"['Comedy', 'Drama', 'Romance']",Mila Kunis,Forgetting Sarah Marshall ,"['breakup', 'hawaii', 'hotel', 'male full frontal nudity', 'resort']",R,Rom-Com
Josh Trank,120000000.0,"['Action', 'Adventure', 'Sci-Fi']",Tim Blake Nelson,Fantastic Four ,"['box office flop', 'critically bashed', 'portal', 'teleportation', 'troubled production']",PG-13,Sci-Fi
Jimmy Hayward,55000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Amy Poehler,Free Birds ,"['chipmunk', 'hunting dog', 'sabotage', 'thanksgiving', 'turkey the bird']",PG,Animation
Brian Levant,28000000.0,"['Action', 'Comedy', 'Family']",Madeline Carroll,The Spy Next Door ,"['chinese', 'cia', 'single mother', 'spy', 'terrorist']",PG,Family
Ang Lee,137000000.0,"['Action', 'Sci-Fi']",Kevin Rankin,Hulk ,"['1980s', 'c 130 hercules', 'monster', 'panzer', 'san francisco california']",PG-13,Sci-Fi
Paul McGuigan,40000000.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Daniel Radcliffe,Victor Frankenstein ,"['assistant', 'experiment', 'frankenstein', 'medical student', 'scientist']",PG-13,Horror
John Hamburg,40000000.0,"['Comedy', 'Romance']",J.K. Simmons,"I Love You, Man ","['bromance', 'friend', 'gay brother', 'homosexual subtext', 'wedding']",R,Rom-Com
Luc Besson,390000000.0,"['Adventure', 'Biography', 'Drama', 'History', 'War']",Paul Brooke,The Messenger: The Story of Joan of Arc ,"['cathedral', 'dauphin', 'france', 'trial', 'wartime rape']",R,War
Charles Martin Smith,36000000.0,"['Drama', 'Family']",Morgan Freeman,Dolphin Tale 2 ,"['dolphin', 'latex gloves', 'medical scrubs', 'purple gloves', 'turtle']",PG,Family
Zack Snyder,26000000.0,"['Action', 'Horror', 'Thriller']",Ty Burrell,Dawn of the Dead ,"['mall', 'mayhem', 'nurse', 'rear entry sex', 'survival horror']",R,Horror
Tim Burton,100000000.0,"['Comedy', 'Fantasy', 'Horror']",Johnny Depp,Dark Shadows ,"['camera shot of feet', 'cartoon on tv', 'female stockinged feet', 'female stockinged soles', 'foot closeup']",PG-13,Horror
Peter Berg,150000000.0,"['Action', 'Drama']",Will Smith,Hancock ,"['bully comeuppance', 'destruction', 'prison', 'superhero', 'tough girl']",PG-13,Action-Comedy
Andrew Adamson,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Rupert Everett,Shrek 2 ,"['drag queen', 'physical appearance', 'princess', 'queen', 'sequel']",PG,Animation
Jon Avnet,60000000.0,"['Drama', 'Romance']",Joe Mantegna,Up Close & Personal ,"['journalism', 'news anchor', 'newscast', 'newscaster', 'tv journalism']",PG-13,Drama
Mike Disa,30000000.0,"['Animation', 'Comedy', 'Family']",Amy Poehler,Hoodwinked Too! Hood vs. Evil ,"['3 dimensional', 'box office flop', 'critically bashed', 'red riding hood', 'wolf']",PG,Animation
Richard LaGravenese,60000000.0,"['Drama', 'Fantasy', 'Romance']",Alden Ehrenreich,Beautiful Creatures ,"['dream', 'escape', 'magic', 'magic spell', 'small town']",PG-13,Drama
Tony Scott,53000000.0,"['Action', 'Drama', 'Thriller', 'War']",Denzel Washington,Crimson Tide ,"['alabama', 'mutiny', 'order', 'radio', 'submarine']",R,War
Peyton Reed,130000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Judy Greer,Ant-Man ,"['ant', 'chinatown san francisco', 'heist', 'sabotage', 'vault']",PG-13,Sci-Fi
Shawn Levy,110000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Robin Williams,Night at the Museum ,"['chaos', 'museum', 'museum of natural history', 'night watchman', 'watchman']",PG,Family
Pete Travis,35000000.0,"['Action', 'Sci-Fi']",Wood Harris,Dredd ,"['brutality', 'dark humor', 'female antagonist', 'female warrior', 'post apocalypse']",R,Sci-Fi
Michael Apted,38000000.0,"['Crime', 'Drama', 'Thriller']",Bill Cobbs,Enough ,"['abusive husband', 'escape', 'intimate partner homicide', 'marriage', ""woman wearing only a man's shirt""]",PG-13,Crime
Jan de Bont,25000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Keanu Reeves,Speed ,"['bomb', 'bus', 'elevator', 'explosive', 'rescue']",R,Action-Comedy
Chris Noonan,30000000.0,"['Comedy', 'Drama', 'Family']",Miriam Margolyes,Babe ,"['dog', 'farmer', 'pig', 'sheep', 'sheepdog']",G,Family
Dean DeBlois,165000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Gerard Butler,How to Train Your Dragon ,"['dragon', 'island', 'training', 'viking', 'village']",PG,Animation
Ridley Scott,38000000.0,"['Adventure', 'Drama']",Jeff Bridges,White Squall ,"['acrophobia', 'jamaica', 'male bonding', 'prostitute', 'tragedy']",PG-13,Adventure
David Mamet,10000000.0,"['Drama', 'Mystery', 'Thriller']",Ben Gazzara,The Spanish Prisoner ,"['brother sister relationship', 'extradition', 'fbi', 'japanese tourist', 'secret']",PG,Mystery
Gary Trousdale,120000000.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",Leonard Nimoy,Atlantis: The Lost Empire ,"['atlantis', 'crew', 'expedition', 'journal', 'museum']",PG,Animation
Phillip Noyce,62000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Harrison Ford,Clear and Present Danger ,"['cia', 'colombia', 'colombian drug cartel', 'drugs', 'president']",PG-13,Action-Comedy
Peter Lord,45000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",Imelda Staunton,Chicken Run ,"['chicken', 'escape', 'farm', 'freedom', 'rooster']",G,Animation
Edward Zwick,30000000.0,"['Drama', 'Romance', 'War', 'Western']",Anthony Hopkins,Legends of the Fall ,"['epic', 'heart', 'killing an animal', 'passion', 'usa']",R,War
Martin Scorsese,28000000.0,"['Biography', 'Drama', 'History', 'War']",Tenzin Thuthob Tsarong,Kundun ,"['chinese', 'dalai lama', 'lama', 'tibet', 'tibetan']",PG-13,War
F. Gary Gray,53000000.0,"['Comedy', 'Crime', 'Music']",Dwayne Johnson,Be Cool ,"['concert', 'mobster', 'russian', 'sequel', 'widow']",PG-13,Musical
David Lean,16000000.0,"['Adventure', 'Drama', 'History']",Richard Wilson,A Passage to India ,"['doctor', 'english', 'india', 'magistrate', 'mosque']",PG,History
Sean Anders,42000000.0,"['Comedy', 'Crime']",Kevin Spacey,Horrible Bosses 2 ,"['kidnapping', 'reference to franz beckenbauer', 'scene during end credits', 'second part', 'singing in a car']",R,Rom-Com
Robert Zemeckis,165000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Tom Hanks,The Polar Express ,"['boy', 'christmas', 'christmas eve', 'north pole', 'train']",G,Animation
Baz Luhrmann,52500000.0,"['Drama', 'Musical', 'Romance']",Jim Broadbent,Moulin Rouge! ,"['death of main character', 'eiffel tower paris', 'jealousy', 'tragedy', 'two suitors']",PG-13,Musical
Shawn Levy,110000000.0,"['Action', 'Drama', 'Sci-Fi', 'Sport']",Hugh Jackman,Real Steel ,"['arena', 'boxing', 'boxing movie', 'robot', 'robot battle']",PG-13,Sport
William Malone,42000000.0,"['Crime', 'Horror', 'Thriller']",Natascha McElhone,Feardotcom ,"['bondage gear', 'bound and gagged', ""hung by one's wrists"", 'tied to a chair', 'tied to a table']",R,Horror
Bryan Singer,178000000.0,"['Action', 'Adventure', 'Sci-Fi']",Jennifer Lawrence,X-Men: Apocalypse ,"['mutant', 'superhero', 'superhero team', 'x men', 'year 1983']",PG-13,Sci-Fi
Ken Kwapis,40000000.0,"['Biography', 'Drama', 'Romance']",Ted Danson,Big Miracle ,"['arctic circle', 'reporter', 'small town', 'volunteer', 'whale']",PG,Biography
Iain Softley,43000000.0,"['Horror', 'Mystery', 'Thriller']",Gena Rowlands,The Skeleton Key ,"['attic', 'bound and gagged', 'hoodoo', 'secret', 'southern gothic']",PG-13,Horror
Michael Cimino,44000000.0,"['Adventure', 'Drama', 'Western']",Jeff Bridges,Heaven's Gate ,"['1890s', 'hired gun', 'immigrant', 'johnson county war', 'sheriff']",R,Western
Tommy Wirkola,50000000.0,"['Action', 'Fantasy', 'Horror']",Jeremy Renner,Hansel & Gretel: Witch Hunters ,"['bounty hunter', 'brother sister team', 'death of loved one', 'hansel and gretel', 'supernatural power']",R,Horror
David Fincher,40000000.0,"['Biography', 'Drama']",Andrew Garfield,The Social Network ,"['competitiveness', 'creator', 'entrepreneur', 'facebook', 'intellectual property']",PG-13,Biography
Frédéric Auburtin,24000000.0,"['Drama', 'History', 'Sport']",Fisher Stevens,United Passions ,"['20th century', 'association', 'fifa', 'football', 'world cup']",Not Rated,Sport
Chris Weitz,30000000.0,"['Comedy', 'Fantasy']",Chazz Palminteri,Down to Earth ,"['angel', 'butler', 'heaven', 'manhattan new york city', 'reincarnation']",PG-13,Rom-Com
Christopher Nolan,185000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Christian Bale,The Dark Knight ,"['based on comic book', 'dc comics', 'psychopath', 'star died before release', 'urban setting']",PG-13,Action-Comedy
David McNally,45000000.0,"['Comedy', 'Drama', 'Music', 'Romance']",Adam Garcia,Coyote Ugly ,"['girl in panties', 'lift skirt', 'sexual attraction', 'short shorts', 'songwriter']",PG-13,Musical
Robert Rodriguez,38000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Sylvester Stallone,Spy Kids 3-D: Game Over ,"['mission', 'spy', 'surfing', 'trapped', 'virtual reality']",PG,Family
Luc Besson,86000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Mia Farrow,Arthur and the Invisibles ,"['boy', 'debt', 'garden', 'princess', 'treasure']",PG,Animation
Robert Zemeckis,90000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Matthew McConaughey,Contact ,"['message from outer space', 'religion', 'religion versus science', 'scientist', 'universe']",PG,Sci-Fi
Sofia Coppola,40000000.0,"['Biography', 'Drama', 'History', 'Romance']",Kirsten Dunst,Marie Antoinette ,"['austria', 'cake', 'france', 'queen', 'versailles']",PG-13,Biography
Paul Thomas Anderson,32000000.0,['Drama'],Mike Howard,The Master ,"['drifter', 'past life regression', 'psychological testing', 'right hand man', 'scientology']",R,Drama
Tom Shadyac,54000000.0,"['Comedy', 'Romance', 'Sci-Fi']",Jada Pinkett Smith,The Nutty Professor ,"['face slap', 'formula', 'overweight', 'professor', 'teacher']",PG-13,Sci-Fi
Lee Toland Krieger,25000000.0,"['Drama', 'Fantasy', 'Romance']",Harrison Ford,The Age of Adaline ,"['hit by a pickup truck', 'immortality', 'paramedic', 'resuscitation', 'san francisco california']",PG-13,Drama
Lexi Alexander,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Julie Benz,Punisher: War Zone ,"['gun fu', 'plastic surgery', 'psychopath', 'undercover', 'vigilante']",R,Action-Comedy
Brian Levant,45000000.0,"['Comedy', 'Family', 'Fantasy']",Jonathan Winters,The Flintstones ,"['1000000 b.c.', 'box office hit', 'lawn mowing', 'product placement', 'stone age']",PG,Family
Peter Chelsom,50000000.0,"['Comedy', 'Drama', 'Romance']",Lisa Ann Walter,Shall We Dance ,"['dance', 'dance competition', 'dance lesson', 'love', 'teacher']",PG-13,Rom-Com
Paul McGuigan,40000000.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Daniel Radcliffe,Victor Frankenstein ,"['assistant', 'experiment', 'frankenstein', 'medical student', 'scientist']",PG-13,Horror
Beeban Kidron,40000000.0,"['Comedy', 'Drama', 'Romance']",Colin Firth,Bridget Jones: The Edge of Reason ,"['american actress playing british character', 'intern', 'prison', 'six word title', 'thailand']",R,Rom-Com
Mark Neveldine,50000000.0,"['Action', 'Sci-Fi', 'Thriller']",Gerard Butler,Gamer ,"['battle', 'convict', 'death', 'mind control', 'role playing']",R,Sci-Fi
Jay Roach,80000000.0,"['Comedy', 'Romance']",Robert De Niro,Meet the Fockers ,"['bare butt', 'defecation', 'father in law son in law relationship', 'nurse', 'sexual innuendo in title']",PG-13,Rom-Com
Peter Segal,82000000.0,"['Comedy', 'Crime', 'Sport']",Adam Sandler,The Longest Yard ,"['coach', 'convict', 'football', 'prison', 'warden']",PG-13,Sport
Gabriele Muccino,55000000.0,"['Drama', 'Romance']",Will Smith,Seven Pounds ,"['boyfriend girlfriend relationship', 'heart', 'main character dies', 'organ donor', 'redemption']",PG-13,Drama
Chris Miller,160000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Justin Timberlake,Shrek the Third ,"['disney spoof', 'fairy tale', 'prince', 'princess', 'tough guy']",PG,Animation
James Algar,80000000.0,"['Animation', 'Family', 'Fantasy', 'Music']",Quincy Jones,Fantasia 2000 ,"['abstract', 'ark', 'disney', 'fairy tale', 'piano']",G,Animation
George Clooney,58000000.0,"['Comedy', 'Drama', 'Romance', 'Sport']",Robert Baker,Leatherheads ,"['college football', 'fight', 'football', 'hero', 'surrender']",PG-13,Sport
Michael Tollin,35000000.0,"['Biography', 'Drama', 'Sport']",Alfre Woodard,Radio ,"['coach', 'football', 'football coach', 'high school', 'radio']",PG,Sport
Richard Lester,39000000.0,"['Action', 'Comedy', 'Sci-Fi']",Margot Kidder,Superman III ,"['computer', 'high school', 'kryptonite', 'smallville', 'villain']",PG,Sci-Fi
Sean Anders,70000000.0,['Comedy'],Adam Sandler,That's My Boy ,"['argument', 'reference to vanilla ice', 'statutory rape', 'teacher student relationship', 'teacher student sex']",R,Comedy
Peter Jackson,94000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Orlando Bloom,The Lord of the Rings: The Return of the King ,"['battle', 'epic', 'king', 'orc', 'ring']",PG-13,Action-Comedy
Paul Michael Glaser,27000000.0,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Yaphet Kotto,The Running Man ,"['game of death', 'government conspiracy', 'latina', 'oppression', 'police']",R,Sci-Fi
Adam Shankman,35000000.0,"['Comedy', 'Romance']",Matthew McConaughey,The Wedding Planner ,"['chick flick', 'doctor', 'horseback riding', 'wedding', 'wedding planner']",PG-13,Rom-Com
Jonathan Demme,55000000.0,"['Drama', 'History', 'Horror']",Oprah Winfrey,Beloved ,"['farm', 'freedom', 'ohio', 'slavery', 'spirit']",R,Horror
Clint Eastwood,30000000.0,"['Drama', 'Sport']",Clint Eastwood,Million Dollar Baby ,"['boxing', 'boxing trainer', 'death', 'suicide attempt', 'women boxing']",PG-13,Sport
Akiva Goldsman,60000000.0,"['Drama', 'Fantasy', 'Mystery', 'Romance']",Matt Bomer,Winter's Tale ,"['black and white photograph', 'drawing with blood', 'falling through ice', 'playing piano', 'red haired woman']",PG-13,Mystery
Renny Harlin,72000000.0,"['Action', 'Drama', 'Sport']",Sylvester Stallone,Driven ,"['car race', 'german', 'race car', 'race car driver', 'rookie']",PG-13,Sport
Chris Columbus,95000000.0,"['Adventure', 'Family', 'Fantasy']",Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief ,"['greek', 'lightning', 'lightning bolt', 'poseidon', 'teenager']",PG,Family
Judd Apatow,35000000.0,['Comedy'],Charlyne Yi,This Is 40 ,"['40th birthday', 'aging', 'birthday', 'sex', 'viagra']",R,Comedy
D.J. Caruso,20000000.0,"['Drama', 'Mystery', 'Thriller']",Sarah Roemer,Disturbia ,"['binoculars', 'electronic tag', 'house arrest', 'neighbor', 'watching someone']",PG-13,Mystery
Timur Bekmambetov,69000000.0,"['Action', 'Fantasy', 'Horror']",Rufus Sewell,Abraham Lincoln: Vampire Hunter ,"['chopping down a tree', 'hanging upside down', 'shopkeeper', 'vampire', 'vampire hunter']",R,Horror
Andy Tennant,38000000.0,"['Comedy', 'Romance']",Ethan Embry,Sweet Home Alabama ,"['alabama', 'divorce', 'divorce papers', 'husband wife relationship', 'new york city']",PG-13,Rom-Com
Michael Mann,40000000.0,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",Wes Studi,The Last of the Mohicans ,"['18th century', 'based on novel', 'colonel', 'french and indian war', 'revenge']",R,War
Peter Howitt,35000000.0,"['Action', 'Adventure', 'Comedy']",Kevin McNally,Johnny English ,"['british', 'crown jewels', 'explosion', 'funeral', 'spy']",PG,Rom-Com
Francis Lawrence,125000000.0,"['Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,"['based on young adult novel', 'manipulation', 'rebellion', 'symbol', 'uprising']",PG-13,Sci-Fi
Ron Howard,88000000.0,"['Biography', 'Drama', 'Sport']",Paddy Considine,Cinderella Man ,"['boxer', 'boxing', 'dream', 'great depression', 'love']",PG-13,Sport
Gary Ross,50000000.0,"['Action', 'Biography', 'Drama', 'History', 'War']",Matthew McConaughey,Free State of Jones ,"['american civil war', 'civil war', 'u.s. civil war']",R,War
Nancy Meyers,85000000.0,"['Comedy', 'Drama', 'Romance']",Meryl Streep,It's Complicated ,"['affair', 'divorce', 'graduation', 'vomiting', 'watching television']",R,Rom-Com
Carlos Saldanha,90000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",Anne Hathaway,Rio ,"['bird', 'brazilian', 'cockatoo', 'macaw', 'minnesota']",G,Animation
Brad Bird,145000000.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,Mission: Impossible - Ghost Protocol ,"['dubai', 'kremlin', 'race against time', 'russian', 'terrorist']",PG-13,Action-Comedy
Jon Turteltaub,32000000.0,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Robert Duvall,Phenomenon ,"['brain tumor', 'genius', 'psionic power', 'telekinesis', 'terminal illness']",PG,Sci-Fi
Jean-Marc Vallée,35000000.0,"['Biography', 'Drama', 'History', 'Romance']",Michiel Huisman,The Young Victoria ,"['19th century', 'courtship', 'female protagonist', 'princess', 'queen of england']",PG,Biography
Brian De Palma,50000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Scarlett Johansson,The Black Dahlia ,"['black dahlia', 'boxer', 'corpse', 'death', 'partner']",R,Mystery
Ron Clements,105000000.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",Oprah Winfrey,The Princess and the Frog ,"['amphibian', 'dream', 'frog', 'frog prince', 'waitress']",G,Animation
Richard Loncraine,31000000.0,"['Comedy', 'Romance', 'Sport']",Kirsten Dunst,Wimbledon ,"['career', 'player', 'tennis', 'tennis player', 'wimbledon']",PG-13,Sport
Jean-Pierre Jeunet,77000000.0,"['Comedy', 'Romance']",Mathieu Kassovitz,Amélie ,"['cheerfulness', 'female protagonist', 'garden gnome', 'magical realism', 'waitress']",R,Rom-Com
Alan Poul,35000000.0,"['Comedy', 'Romance']",Danneel Ackles,The Back-up Plan ,"['artificial insemination', 'baby', 'cheese', 'chick flick', 'pet shop']",PG-13,Rom-Com
Louis Leterrier,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",Ty Burrell,The Incredible Hulk ,"['antidote', 'cure', 'hulk', 'marvel cinematic universe', 'opening action scene']",PG-13,Sci-Fi
Ben Stiller,92000000.0,"['Action', 'Comedy']",Robert Downey Jr.,Tropic Thunder ,"['film director', 'parody', 'spoof', 'vietnam', 'written and directed by cast member']",R,Rom-Com
Tim Robbins,32000000.0,['Drama'],Bill Murray,Cradle Will Rock ,"['1930s', 'depression', 'play', 'theatre', 'union']",R,Drama
Ivan Reitman,70000000.0,"['Action', 'Adventure', 'Comedy', 'Romance']",Harrison Ford,Six Days Seven Nights ,"['airplane', 'island', 'pilot', 'storm', 'thunderstorm']",PG-13,Rom-Com
James Cameron,237000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",CCH Pounder,Avatar ,"['avatar', 'future', 'marine', 'native', 'paraplegic']",PG-13,Sci-Fi
David Cronenberg,25000000.0,"['Crime', 'Mystery', 'Thriller']",Viggo Mortensen,Eastern Promises ,"['male pubic hair', 'pubic hair', 'russian', 'sex scene', 'turkish bath']",R,Mystery
Joel Coen,30000000.0,"['Comedy', 'Fantasy']",Jennifer Jason Leigh,The Hudsucker Proxy ,"['art deco', 'board of directors', 'industry', 'mail', 'stock']",PG,Rom-Com
Sam Raimi,50000000.0,"['Drama', 'Romance', 'Sport']",J.K. Simmons,For Love of the Game ,"['baseball', 'baseball movie', 'detroit tigers', 'perfect game', 'pitcher']",PG-13,Sport
Rob Marshall,45000000.0,"['Comedy', 'Crime', 'Musical']",Colm Feore,Chicago ,"['fame', 'jail', 'jazz age', 'murder', 'vaudeville']",PG-13,Musical
Randall Wallace,35000000.0,"['Action', 'Adventure']",Leonardo DiCaprio,The Man in the Iron Mask ,"['france', 'musketeer', 'three musketeers', 'twin', 'twin brother']",PG-13,Action-Comedy
Malcolm D. Lee,35000000.0,"['Comedy', 'Drama', 'Romance']",Mo'Nique,"Welcome Home, Roscoe Jenkins ","['african american protagonist', 'comma in title', 'four word title', 'name in title', 'talk show host']",PG-13,Rom-Com
Ridley Scott,92000000.0,"['Drama', 'History', 'War']",Ioan Gruffudd,Black Hawk Down ,"['army', 'helicopter', 'somali', 'somalia', 'warlord']",R,War
William Shatner,27800000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Leonard Nimoy,Star Trek V: The Final Frontier ,"['captain', 'half brother', 'klingon', 'planet', 'vulcan']",PG,Sci-Fi
Roger Donaldson,35000000.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Natasha Henstridge,Species ,"['alien', 'interspecies sex', 'scientist', 'sexual attraction', 'train']",R,Horror
Nancy Meyers,35000000.0,"['Comedy', 'Drama']",Robert De Niro,The Intern ,"['reference to ben affleck', 'reference to brad pitt', 'reference to george clooney', 'reference to jack nicholson', 'website']",PG-13,Rom-Com
Judd Apatow,35000000.0,"['Comedy', 'Romance']",Amy Schumer,Trainwreck ,"['actress playing herself', 'actress shares first name with character', 'fired from a job', 'male nudity', 'written by star']",R,Rom-Com
Roland Emmerich,150000000.0,"['Action', 'Drama', 'Thriller']",Channing Tatum,White House Down ,"['black u.s. president', 'president', 'secret service', 'tour', 'white house']",PG-13,Action-Comedy
John Whitesell,40000000.0,"['Comedy', 'Crime']",Chloë Grace Moretz,Big Momma's House 2 ,"['cheerleading', 'fbi', 'fbi agent', 'nanny', 'undercover']",PG-13,Rom-Com
Brian De Palma,90000000.0,"['Adventure', 'Sci-Fi', 'Thriller']",Don Cheadle,Mission to Mars ,"['astronaut', 'mars', 'mars the planet', 'outer space', 'zero gravity']",PG,Sci-Fi
Anthony Russo,170000000.0,"['Action', 'Adventure', 'Sci-Fi']",Scarlett Johansson,Captain America: The Winter Soldier ,"['conspiracy', 'heroism', 'megalomaniac', 'super soldier', 'world domination']",PG-13,Sci-Fi
Simon Wincer,45000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Cary-Hiroyuki Tagawa,The Phantom ,"['ghost', 'new york city', 'phantom', 'skull', 'superhero']",PG,Rom-Com
Dennis Dugan,34200000.0,"['Comedy', 'Drama']",Steve Buscemi,Big Daddy ,"['homosexual', 'law', 'law school', 'responsibility', 'vomiting']",PG-13,Rom-Com
